,X,Y,Year,Topic
155,-3.146309773747797,7.409125946224341,1988,1
156,1.9788532792653655,-4.087700645002204,1988,5
157,3.7872387637089657,1.138062279562221,1988,9
158,0.3352781159076508,7.888433068903155,1988,1
159,-0.3287140606090759,3.5280477716635614,1988,9
160,3.746712289220678,1.1864086488463441,1988,9
161,-6.935395447781082,-9.88657606982836,1988,3
162,4.526158029684414,-9.40063715110048,1988,3
163,7.514632951273386,3.980115668644453,1988,3
164,-0.9958129520128868,6.8441847961029,1988,1
165,4.542066594569371,-9.665516726753104,1988,3
166,5.471122996977472,-9.784346069637584,1988,3
167,-6.800547179039888,-10.184719087807528,1988,3
168,-2.8265417829583175,6.757300250300084,1988,1
169,-4.206005297335167,7.172807752288128,1988,1
170,-5.257218327961141,8.303533119381356,1988,1
171,-0.9855451750210286,6.719190472000533,1988,1
172,7.934655821458818,3.2328262539756607,1988,3
173,-0.9862494925756561,-1.3743310869035001,1988,1
174,-1.6912087486110179,-1.497177789583492,1988,1
175,-1.451478196218613,-11.53678783474124,1988,1
176,6.773793104522581,2.1483643864291686,1988,3
177,10.137681395166407,2.21706413402693,1988,5
178,-6.496111202006877,-10.458624910695667,1988,3
179,-1.7059051624453212,-11.547150914221094,1988,1
180,-2.6231159536813182,7.912454253443302,1988,1
181,0.0019684768221670066,-0.02958927943246677,1988,3
182,-1.555401702475384,-11.245116412112184,1988,1
183,-2.5581164168520854,5.213368671705489,1988,1
184,5.2593535060853585,-5.908494901934788,1989,5
185,-1.6780928105146518,-0.7941589011076318,1989,1
186,-5.0444955525089386,-0.229909817268453,1989,8
187,-1.6357373407167568,8.654225467813788,1989,3
188,-5.015366024827631,1.439234659514675,1989,2
189,-6.004984924280182,7.133404702106238,1989,1
190,6.21938044878081,-9.010469910134283,1989,3
191,-1.4973097627658756,-11.72480097981189,1989,1
192,-2.7332762904886287,5.286212304517445,1989,1
193,1.0835634033522947,6.696698369716368,1989,2
194,-1.0010563102342895,6.195684786370353,1989,3
195,-5.36841945928136,6.438060233552477,1989,1
196,1.6224443842235232,0.8087191158509508,1989,9
197,-7.232429808976754,6.347974156131268,1989,8
198,9.718440367443733,1.2022054665142101,1989,3
199,-1.5053641651276983,-11.664795156206788,1989,1
200,-1.3913914059173549,-0.8578023425929274,1989,1
201,-1.4595475364609858,-11.854858542537384,1989,1
202,-2.6371086852585734,4.06242631432229,1989,1
203,-10.15778546214821,-0.19594110425209976,1989,6
204,-2.351797808428864,6.0598085220473825,1989,1
205,-1.4823619945154738,-11.75941079167134,1989,1
206,-3.104462956998511,8.73337531485049,1989,1
207,-1.6669378128733634,-11.287707517451691,1989,1
208,5.597889653896322,4.540054228090057,1989,5
209,8.147533377759235,1.6567117111131129,1989,3
210,-4.246405633108883,6.8857086449897675,1989,1
211,-1.401059278642036,7.586391255537199,1989,3
212,-0.9441966827926372,6.950448728456719,1989,1
213,4.453528440656357,-9.139981785159822,1989,3
214,-8.633179905112945,-8.006513036124757,1989,3
215,9.52588326268441,0.6149368465992019,1989,3
216,0.44967278862449445,7.441017370494608,1989,8
217,0.015358566020167335,5.047570637394952,1989,3
218,5.365459125782425,-4.925095140210845,1989,5
219,-5.3536273008257265,7.267011550044187,1989,1
220,-4.982030770819997,-4.497990831359143,1989,0
221,-1.2762159354313816,-1.2682747058434733,1989,1
222,-10.9543684422101,-0.40147687761345363,1989,6
223,-1.7142279996297138,-1.1651989893248176,1989,1
224,2.820782526304311,0.772677317375433,1989,9
225,6.7337527786512945,8.129605990455884,1989,4
226,-1.4357104595553123,-1.3021949019695351,1989,1
227,-0.9266545061921906,3.8758072952102784,1989,1
228,-1.5488851157652384,-11.871002240938699,1989,1
229,8.831424998067119,2.1827680868536112,1989,3
230,3.2354571816462205,-5.168798260456284,1989,5
231,0.02062786345199917,0.043093247296184196,1989,3
232,-1.7351660167930631,-1.2467558751287677,1989,1
233,7.335923682838472,1.8320403944183903,1989,3
234,1.0867509077984971,-3.638220644151984,1989,1
235,2.337721843519358,-5.51233721863595,1989,5
236,-1.497480675255505,-1.9865912775119363,1989,1
237,-2.4481285958626278,5.632414138852167,1989,1
238,-1.126078355187427,8.305413472227123,1989,3
239,-1.427062500296937,8.193246865802584,1989,3
240,6.263314446889418,-8.946448614831468,1989,3
241,-1.7490884830237736,7.7486587267110645,1989,1
242,-6.747695624913321,-10.232872334022982,1989,3
243,-1.7136178407188316,-1.3502497619492866,1989,1
244,6.7627151784331785,2.0934411547846357,1989,3
245,5.753287277425842,-9.66852523695682,1989,3
246,-1.1985696945420214,-1.0459566530988473,1989,1
247,8.873422585405317,1.22126103431793,1989,3
248,-8.426049651172441,-7.918155739926516,1989,3
249,-2.964583872861986,8.508585457425294,1989,1
250,-0.698031139800626,-1.7658106988256537,1989,1
251,9.749770580246057,1.3150351881641669,1989,3
252,-8.826169241276087,2.7595193330989836,1989,8
253,-4.356781117923296,7.345077894777754,1989,1
254,-6.385117618073443,7.1715903411597015,1989,1
255,-3.0877181509870093,8.690566419669361,1989,1
256,-1.4108479544237138,-11.825658799838147,1989,1
257,5.061069813138361,-6.805144678980879,1989,5
258,-0.7991891209538513,3.9551693502222736,1989,1
259,9.834499072447823,2.456339278192989,1989,5
260,-0.3433946827399788,-1.4711334859959064,1989,1
261,-10.52466121868455,0.5478167014526648,1989,6
262,-3.385059791367791,7.873679581919641,1989,1
263,0.7402591903406163,4.029935520992395,1989,5
264,-7.601802114622649,-8.790831422511806,1989,3
265,-1.7303674903361086,-11.124667151032344,1989,1
266,6.042298542711905,-2.17561647560291,1989,9
267,-5.604299217597701,7.177067157617086,1989,1
268,-8.752820508454402,-7.811473686533385,1989,3
269,-4.509906618819126,-2.850135599638833,1989,8
270,-2.0957541356060387,6.343149369374713,1989,1
271,-2.9163136542877366,8.844128663589082,1989,1
272,-0.8696901201990815,3.6757223359179987,1989,1
273,-10.02826887871911,0.06609099809046078,1989,6
274,-1.4929151079979335,-11.357142482719455,1989,1
275,-0.8502748646443521,3.7007468217567467,1989,1
276,5.237000284622523,-9.12137969095395,1989,3
277,-0.7274717492839183,-1.2479360181298385,1989,1
278,9.159816183732612,1.7301173749009837,1989,3
279,-0.9981220105699755,7.078326940086418,1989,1
280,-4.277093359747188,6.953293416889355,1989,1
281,0.5720115739958838,3.7823834353225467,1989,1
282,-0.997981987919785,-0.8223126263108496,1989,1
283,-1.8042401991054446,1.5758424288646884,1989,9
284,0.38273054049259053,-3.360292505754099,1989,1
285,-2.7231124696726328,10.186652628480457,1990,1
286,-5.105374836072916,5.512487293437085,1990,8
287,-2.388065758738002,8.328208498635519,1990,1
288,0.5937747172810395,7.41390818771154,1990,1
289,-1.4690828848679418,-2.02825210409972,1990,1
290,10.367467086841735,1.6764260432112918,1990,5
291,-0.8629329729014336,3.699095099093428,1990,1
292,-5.406504655238249,6.41255733402711,1990,1
293,6.759966601739488,2.7692998002337026,1990,3
294,-1.197688843301169,4.332122320157724,1990,1
295,-1.1516314991764185,6.642711103508666,1990,1
296,6.489619674246482,2.5191342349480226,1990,3
297,-2.2178390703643287,6.882281429141738,1990,1
298,-4.977524191713104,9.014902765834734,1990,1
299,-2.6315918219672527,5.136990025303865,1990,1
300,0.4884382232496025,3.691506018444567,1990,1
301,10.222110847152418,0.9033574205163694,1990,3
302,3.0134825398735496,1.7989097154510538,1990,9
303,-0.15163747792729312,-2.4264868082037503,1990,1
304,-3.071284236802719,8.977216112379837,1990,1
305,-1.6265014403040892,-11.485009500134339,1990,1
306,6.49194295246414,4.710706080191985,1990,2
307,5.137330925220953,1.905508176496049,1990,5
308,-4.6467431965380595,6.494413233498963,1990,1
309,-0.2636713418944357,3.479678274556483,1990,9
310,-1.841989920856614,7.660280161279137,1990,3
311,0.25402688062579776,4.551905208284301,1990,2
312,6.847301843457223,-8.014223626248825,1990,3
313,-4.681244239069064,7.752792993567147,1990,1
314,-1.0874023238946338,-1.380903161177572,1990,1
315,-1.4220122853295147,-11.850451815978335,1990,1
316,-0.5206726851533868,5.387342520132584,1990,3
317,-2.5455771049741345,3.921445881514468,1990,1
318,-5.302431618159689,7.326752727522469,1990,1
319,2.609730761628011,-5.59803361755505,1990,5
320,-1.455371940517205,-11.908727618540144,1990,1
321,-1.5550655501255306,-11.583905513690453,1990,1
322,-8.30880821801043,1.4434549618127859,1990,8
323,10.385742580494258,1.543752646231828,1990,5
324,-0.7542531096968021,5.925115241173782,1990,3
325,2.467825285288521,-0.5869245919500877,1990,1
326,-1.2425688106613226,-1.3635307174067088,1990,1
327,-2.0965434190462604,2.854428001334147,1990,2
328,0.16514951487401563,3.1727311185909586,1990,1
329,7.43874727292005,3.824057911155746,1990,3
330,2.28854707662615,0.33356591777525096,1990,9
331,-6.1284979818294385,6.7877432497649695,1990,1
332,-1.5798319735626087,-10.994171191679458,1990,1
333,-2.5465152235617676,10.245791654384785,1990,1
334,-6.195418159645151,7.0806008030820085,1990,1
335,-0.9247133055475473,6.031415321532206,1990,3
336,-8.623721719830893,-7.958936147512271,1990,3
337,-5.7052902312528735,7.963998153351555,1990,1
338,-3.828300432268716,8.431199636198183,1990,1
339,9.207120417774028,2.8665816823429635,1990,5
340,-2.346057321482766,7.3369912615129484,1990,1
341,-11.46718332647732,-0.17841294831724022,1990,6
342,-4.774389630491185,-11.568144749604627,1990,3
343,-2.196069937310546,9.4179672998398,1990,0
344,-1.494762117431512,7.460088904385192,1990,1
345,-4.7653770577105155,5.436730976965395,1990,1
346,0.19547788072322844,7.714385091004971,1990,1
347,-4.402954903695162,6.935817422938201,1990,1
348,0.4049420498472984,8.122538352105419,1990,1
349,-0.05814590441196881,7.56095490696073,1990,1
350,0.44787631105654957,-3.3696088364239323,1990,1
351,0.9804192387548452,-3.7884987686179237,1990,5
352,-0.5884981552147824,9.769737757549468,1990,1
353,-6.701916853562442,-10.203529119941884,1990,3
354,-2.42377364798988,3.6716098316806334,1990,2
355,-0.9070973091403199,6.480200497689202,1990,1
356,-0.7695661557293886,5.432804554783891,1990,3
357,5.778952960130834,-9.461540526601029,1990,3
358,-5.406014583420933,6.434587973282579,1990,1
359,5.8167981851945925,5.033865027340707,1990,4
360,-8.776910188116014,-7.793777328055174,1990,3
361,-5.363280977305204,6.518553094194962,1990,1
362,-1.4194381139587313,4.364494307270722,1990,1
363,-0.9034442486688555,6.064589104278608,1990,3
364,10.825864208859072,-0.042650543201654956,1990,5
365,10.369971343845517,1.1679211562364018,1990,3
366,0.7842075921442518,-3.659587650748473,1990,1
367,2.307107654095508,-4.8435422686068765,1990,5
368,9.271950576481544,1.2948143586466072,1990,3
369,-3.7231642827487845,7.644576035621976,1990,1
370,-8.942488267362535,2.883645529247399,1990,8
371,-1.6783918115847605,-1.2107479336070408,1990,1
372,-1.2490850919933674,4.470063904009853,1990,1
373,-1.5208216506254795,-1.4962147313996603,1990,1
374,-2.305966029206143,3.977694903992268,1990,2
375,-1.504935283618178,4.3259053151560405,1990,1
376,-6.010427606797448,6.967739696121126,1990,1
377,-4.920754339340974,2.749262908720911,1990,2
378,-0.7161197963499034,4.117478772546112,1990,1
379,-6.052328857967374,6.988581444349783,1990,1
380,-5.5970020761895825,6.362933441467136,1990,1
381,-1.5174924319813594,4.706729783170251,1990,9
382,-3.582351783370194,5.505863009696773,1990,1
383,-1.6860479771984818,-11.843807517603583,1990,1
384,-1.485406693089297,-1.3075728566552314,1990,1
385,5.160123499348999,-5.028389658881235,1990,5
386,-0.07277895640684226,-3.0295069676232216,1990,1
387,7.592436919623921,2.1737709591445027,1990,3
388,-2.149283939543829,6.776338124450241,1990,1
389,-10.02636648699516,-3.937848505241253,1990,6
390,-5.318043115477479,8.467465489981198,1990,1
391,-4.142248858689118,-3.21068308271458,1990,8
392,5.373112808029079,4.7123566052692,1990,1
393,-2.7153108003797657,5.279553010163591,1990,1
394,0.5736262847841668,3.862532090236617,1990,1
395,2.6688775147569275,0.9781948010868847,1990,9
396,-4.721834766688965,-4.467954890459783,1990,0
397,-1.6703654137978772,-1.1668354655470412,1990,1
398,-7.210067888713228,6.438133117190867,1990,8
399,0.0683209698819047,-2.658191660342822,1990,1
400,-4.356827682014979,9.707294982423631,1990,1
401,-0.9020564363591534,6.8090119227861,1990,5
402,-1.5182888803494556,5.858598023639475,1990,1
403,0.603247806989978,-3.4163262504801364,1990,1
404,-0.4655218201570307,4.495598203826319,1990,1
405,-4.887731394616114,6.5407336165003,1990,1
406,2.241299679162622,0.8059919901586705,1990,9
407,-4.748667540639864,6.678768344035402,1990,1
408,-5.8442584435121105,7.220191115233709,1990,1
409,5.292707354121567,-9.980208706959527,1990,3
410,7.120224359288411,-7.695841937756953,1990,3
411,-2.657983748949898,5.565212236627255,1990,1
412,-0.8215516363142938,5.70087459451391,1990,1
413,-3.0172777530950543,8.678294949268299,1990,1
414,-2.19995218036747,8.162332045339298,1990,1
415,7.5219165725105945,3.9377356508718817,1990,3
416,-2.309982097525079,2.641402859204963,1990,2
417,-5.492247894815298,7.024518624059168,1990,1
418,-1.6941052130243452,-11.172477651526531,1990,1
419,-8.84711130382442,2.7925146768422753,1990,8
420,0.2689943411129066,-3.2538811497610913,1990,1
421,9.420132386222566,0.31669735652836867,1990,3
422,5.993643405660254,4.588919758698254,1990,3
423,0.3688913935635443,9.374884765255569,1990,4
424,-3.2440623543568763,9.118850328968865,1990,1
425,9.51404486981876,1.7511354633273752,1990,3
426,3.2712026898229363,0.3948821181142663,1990,9
427,-1.5452759708172057,5.417559825615917,1990,9
428,-7.17978150818274,6.350908903976985,1991,8
429,-4.514941308286682,7.186759770088819,1991,1
430,-3.553250003551473,10.178636785504,1991,1
431,0.450684221892923,9.768937130589155,1991,4
432,0.09657179011734204,-0.025065184579725303,1991,3
433,4.043089430248323,1.1227842347079675,1991,8
434,-6.685418568009387,-10.269347999358878,1991,3
435,-4.781731743824144,7.482034338608721,1991,1
436,0.38297645859765395,7.984484817986215,1991,1
437,-3.9402610073669826,6.103211964430182,1991,1
438,3.8814894285343065,-9.291716982566243,1991,3
439,1.2076570529285298,-4.400475221040321,1991,5
440,-3.8536465947880942,2.7601002931042946,1991,2
441,-0.17893528963940936,5.127472452304087,1991,3
442,-3.6860769928754147,10.398125734024866,1991,1
443,7.271274028023331,-8.219746763203045,1991,3
444,-3.830337269104716,-2.570966528581822,1991,8
445,2.2425279566375576,-0.1786443398470212,1991,9
446,-3.2860175994675087,7.295093758737992,1991,1
447,8.928165631854581,-4.153569839083368,1991,7
448,7.2394244935987455,-7.395275497070653,1991,3
449,0.08840669350384352,4.483707448279729,1991,1
450,2.8972270112183436,-2.115415902225676,1991,5
451,5.0231626181258076,-6.944072564445183,1991,5
452,-0.7884680840027303,6.179999056409326,1991,3
453,-5.858558535069076,6.761065987820908,1991,1
454,9.366962975884483,0.9677507169633895,1991,3
455,-1.4793982490790547,-11.76923705222009,1991,1
456,-1.5126540499491707,-11.641378501624079,1991,1
457,-7.794137830817969,-8.539272542557148,1991,3
458,-6.266414524177848,7.478530213560281,1991,1
459,-2.6354937883202973,5.110105269446535,1991,1
460,-2.6576431928080053,5.55502463663018,1991,1
461,-2.827793782416282,9.83110344706828,1991,1
462,-2.078155786423092,5.611655723871493,1991,1
463,-0.6859591999049892,9.589401935524682,1991,1
464,-5.4022198035716995,6.585934863660772,1991,1
465,-1.2399142522666198,7.783863460923942,1991,3
466,9.933333160629608,2.297314505935883,1991,5
467,-4.3641724312927295,-10.712249472163851,1991,3
468,-3.3585419025437524,7.483499238040532,1991,1
469,-1.721698172932164,-1.1939453346288507,1991,1
470,3.272849090697239,9.094166419855853,1991,4
471,-1.2473422471834326,-1.1377806181745589,1991,1
472,-1.6020756642061145,-11.855239546068047,1991,1
473,-4.294772268979866,-2.4209623885722067,1991,8
474,8.882189307882792,3.1565637187526274,1991,2
475,6.494740527587503,5.123955363622077,1991,2
476,1.5084631036955833,10.509411111929431,1991,4
477,-3.63601508754262,-4.285992591493783,1991,0
478,-1.2153353542810572,-1.145279056153282,1991,1
479,7.110440338299901,-8.114103196115886,1991,3
480,-2.385439560701016,4.203846430557004,1991,1
481,-3.4422587117586905,10.385316318435448,1991,1
482,-4.147971511146136,10.646666369543922,1991,0
483,3.4516226846646547,9.431733584149704,1991,4
484,7.709563851234556,2.9994932788033153,1991,3
485,-0.624425007962995,9.64563885198431,1991,1
486,3.3768167315897153,-5.988159882834288,1991,5
487,0.33161108331300787,3.7459060464631717,1991,1
488,2.5851445195097824,-4.173555984987743,1991,5
489,-5.7974536625146005,4.541611084345491,1991,7
490,-1.4581892774068337,-11.84554229728358,1991,1
491,-3.161315965215371,8.889198659152001,1991,1
492,2.6517325771533025,-0.07480086962653218,1991,5
493,-3.065407494818262,-4.993599265265473,1991,0
494,-1.530084669028098,-11.565517811274846,1991,1
495,-1.9605393558066788,8.573921511898428,1991,1
496,-3.3264022966128985,11.323228589492512,1991,0
497,-1.0936141004258273,3.9846875488609785,1991,1
498,-4.984362084539421,6.463770373479804,1991,1
499,-4.588479210133321,-2.584570970185571,1991,8
500,-0.5986736490046155,6.4139026640665024,1991,3
501,-4.095438402713333,5.8815346013893715,1991,1
502,5.251636597271576,-5.528203582063625,1991,5
503,-1.0203442565161784,-0.6434218266407048,1991,1
504,-4.677212491113359,5.234515115144491,1991,8
505,-2.4882036543169197,8.04919789211007,1991,1
506,-5.677116205210062,7.165181243919541,1991,1
507,-0.3715209477737848,9.69168021560971,1991,1
508,-1.4469297483455046,-1.5478135203220311,1991,1
509,-1.5201152371250555,-1.5956981068413687,1991,1
510,-3.075103205339109,6.058707112876101,1991,1
511,-6.59791406877839,7.047938978435169,1991,1
512,4.334269918277164,-8.799127135245335,1991,3
513,-4.402732708312,7.434809697437823,1991,1
514,10.498504692680614,0.8364834456840289,1991,3
515,-3.4213941559327763,10.035122836297612,1991,1
516,0.8989409749326509,8.646206382229225,1991,4
517,1.4963770826719212,0.80937520606743,1991,9
518,7.232742892564236,3.9934634818387,1991,3
519,2.295054567913584,3.6023423653331985,1991,5
520,1.322044177017538,-3.70188011425964,1991,5
521,0.3482205589356191,9.8982907824666,1991,4
522,1.1591997417485296,-3.779946383977212,1991,5
523,-2.3835521598909137,5.891721369672057,1991,1
524,-2.4912095447113685,9.862829201284512,1991,1
525,-7.808709912766503,-8.149883196145238,1991,3
526,1.7727033434736919,-4.688041983813119,1991,5
527,4.480319608936089,-9.584839439739172,1991,3
528,-5.321031742826759,8.329516149192917,1991,1
529,-0.4940784125889113,-1.9806508665102012,1991,1
530,-6.810819632062832,6.8220561791722325,1991,8
531,8.560362875268746,1.3983002683530656,1991,3
532,-5.905932486936768,7.139470371164527,1991,1
533,-4.211639930751778,-3.954275926397995,1991,0
534,-4.634028946168795,7.959657165869599,1991,1
535,7.3137093260873325,3.962517380543366,1991,3
536,-4.731198544547027,4.979960558577456,1991,8
537,10.807335779599109,0.0718471571327361,1991,5
538,-0.8639090333581886,-1.583135358618606,1991,1
539,-2.1614705999322217,7.027205017765996,1991,1
540,-1.8176773462482636,5.667813973437018,1991,1
541,-1.0451896144532646,-11.454606978082559,1991,1
542,0.8416282030335177,-3.5581619100593653,1991,1
543,11.013182076068345,3.6786056223780097,1991,2
544,5.2296609873207185,3.38403274388748,1991,5
545,-1.7102668761546032,-11.101867629540397,1991,1
546,10.066714919330526,2.190535809258935,1991,5
547,1.8373677619966668,-3.9729943247931168,1991,5
548,-1.6371294707758093,-1.0538695248798986,1991,1
549,1.307608241769663,-4.636306176507969,1991,5
550,9.31713424133218,0.9538023091064706,1991,3
551,5.844983494811022,-9.430246276550065,1991,3
552,-3.3349635479133193,11.143662276452952,1991,0
553,-1.5985286707293014,-1.1985236851591403,1991,1
554,-2.163685176529439,3.0917197145666924,1991,2
555,-0.1781378965260605,-2.6054881783517705,1991,1
556,4.400353895553592,-9.165816463355888,1991,3
557,3.9233767050568966,6.7343656553361395,1991,4
558,-2.5137434016443265,3.182550988106108,1991,2
559,2.892625418686025,-4.832156168696633,1991,5
560,-3.96847915589741,9.261775084276787,1991,1
561,-5.5456515842818135,7.273514119060821,1991,1
562,-1.4936959347142738,-11.712412343690616,1991,1
